"","orden_de_gobierno","siglas_de_la_institucion","institucion","clave_de_la_uc","nombre_de_la_uc","responsable_de_la_uc","codigo_del_expediente","titulo_del_expediente","plantilla_del_expediente","fundamento_legal","numero_del_procedimiento","fecha_de_fallo","fecha_de_publicacion","fecha_de_apertura","caracter_del_procedimiento","tipo_de_contratacion","tipo_de_procedimiento","forma_de_participacion","codigo_del_contrato","num_de_control_del_contrato","titulo_del_contrato","fecha_de_inicio_del_contrato","fecha_de_fin_del_contrato","importe_del_contrato","moneda_del_contrato","estatus_del_contrato","convenio_modificatorio","clave_del_programa_federal","fecha_de_firma_del_contrato","contrato_marco","compra_consolidada","contrato_plurianual","clave_de_cartera_shcp","folio_en_el_rupc","rfc","proveedor_o_contratista","estratificacion_de_la_empresa","clave_del_pais_de_la_empresa","rfc_verificado_en_el_sat","credito_externo","organismo_financiero","direccion_del_anuncio","d_fallo","d_publicacion","d_apertura","d_inicio_del_contrato","d_fin_del_contrato","d_firma_del_contrato","dd_pub_y_aper","dd_pub_y_fallo","dd_aper_y_fallo","p_exp","p_con","quinced"
"168","APF","HRAEB","Hospital Regional de Alta Especialidad del Bajío","012NBQ001","HRAEB-Dirección de Administración y Finanzas #012NBQ001","Luis Alberto Villaseñor Garay","1822196","LICITACIÓN PÚBLICA NACIONAL CONSOLIDADA DE MEDICAMENTOS","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012NBQ001-E171-2018",2018-11-07,2018-11-14 07:50:00,2018-10-16 09:00:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1960375","SRM/004/2019","ADQUISICIÓN DE MEDICAMENTOS",2019-01-02,2019-12-31,"1282362.22","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"3721","BAX871207MN3","BAXTER SA DE CV","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1584093","miércoles","miércoles","martes","miércoles","martes",NA,-29,-7,22,5,2,1
"169","APF","HRAEB","Hospital Regional de Alta Especialidad del Bajío","012NBQ001","HRAEB-Dirección de Administración y Finanzas #012NBQ001","Luis Alberto Villaseñor Garay","1822196","LICITACIÓN PÚBLICA NACIONAL CONSOLIDADA DE MEDICAMENTOS","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012NBQ001-E171-2018",2018-11-07,2018-11-14 07:50:00,2018-10-16 09:00:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1960386","SRM/006/2019","ADQUISICIÓN DE MEDICAMENTOS",2019-01-02,2019-12-31,"74135.04","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"187","PEG860506CT9","PEGO, S.A. DE C.V.","Pequeña","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1584093","miércoles","miércoles","martes","miércoles","martes",NA,-29,-7,22,5,2,1
"170","APF","HRAEB","Hospital Regional de Alta Especialidad del Bajío","012NBQ001","HRAEB-Dirección de Administración y Finanzas #012NBQ001","Luis Alberto Villaseñor Garay","1822196","LICITACIÓN PÚBLICA NACIONAL CONSOLIDADA DE MEDICAMENTOS","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012NBQ001-E171-2018",2018-11-07,2018-11-14 07:50:00,2018-10-16 09:00:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1960320","SRM/001/2019","ADQUISICIÓN DE MEDICAMENTOS",2019-01-02,2019-12-31,"2618984.91","MXN","Activo","0",NA,2018-11-13,"No se utilizó el Contrato Marco","1","0",NA,"654","DIM010319S79","DISTRIBUIDORA INTERNACIONAL DE MEDICAMENTOS Y EQUIPO MEDICO SA DE CV","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1584093","miércoles","miércoles","martes","miércoles","martes","martes",-29,-7,22,5,2,1
"171","APF","HRAEB","Hospital Regional de Alta Especialidad del Bajío","012NBQ001","HRAEB-Dirección de Administración y Finanzas #012NBQ001","Luis Alberto Villaseñor Garay","1822196","LICITACIÓN PÚBLICA NACIONAL CONSOLIDADA DE MEDICAMENTOS","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012NBQ001-E171-2018",2018-11-07,2018-11-14 07:50:00,2018-10-16 09:00:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1960367","SRM/003/2019","ADQUISICIÓN DE MEDICAMENTOS",2019-01-02,2019-12-31,"3315.2","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"3687","PRO820519TM6","PROQUIGAMA, S.A. DE C.V.","Mediana","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1584093","miércoles","miércoles","martes","miércoles","martes",NA,-29,-7,22,5,2,1
"172","APF","HRAEB","Hospital Regional de Alta Especialidad del Bajío","012NBQ001","HRAEB-Dirección de Administración y Finanzas #012NBQ001","Luis Alberto Villaseñor Garay","1822196","LICITACIÓN PÚBLICA NACIONAL CONSOLIDADA DE MEDICAMENTOS","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012NBQ001-E171-2018",2018-11-07,2018-11-14 07:50:00,2018-10-16 09:00:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1960360","SRM/002/2019","ADQUISICIÓN DE MEDICAMENTOS",2019-01-02,2019-12-31,"691128.6","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"200","CPI8908013SA","COMERCIALIZADORA DE PRODUCTOS INSTITUCIONALES, S.A. DE C.V.","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1584093","miércoles","miércoles","martes","miércoles","martes",NA,-29,-7,22,5,2,1
"173","APF","HRAEB","Hospital Regional de Alta Especialidad del Bajío","012NBQ001","HRAEB-Dirección de Administración y Finanzas #012NBQ001","Luis Alberto Villaseñor Garay","1822196","LICITACIÓN PÚBLICA NACIONAL CONSOLIDADA DE MEDICAMENTOS","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012NBQ001-E171-2018",2018-11-07,2018-11-14 07:50:00,2018-10-16 09:00:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1960397","SRM/007/2019","ADQUISICIÓN DE MEDICAMENTOS",2019-01-02,2019-12-31,"1692.6","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"3708","MNE0409226K9","Marcas Nestle","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1584093","miércoles","miércoles","martes","miércoles","martes",NA,-29,-7,22,5,2,1
"174","APF","HRAEB","Hospital Regional de Alta Especialidad del Bajío","012NBQ001","HRAEB-Dirección de Administración y Finanzas #012NBQ001","Luis Alberto Villaseñor Garay","1822196","LICITACIÓN PÚBLICA NACIONAL CONSOLIDADA DE MEDICAMENTOS","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012NBQ001-E171-2018",2018-11-07,2018-11-14 07:50:00,2018-10-16 09:00:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1960405","SRM/008/2019","ADQUISICIÓN DE MEDICAMENTOS",2019-01-02,2019-12-31,"9271.56","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"177","IME990322288","COMPAÑIA INTERNACIONAL MEDICA S.A. DE C.V.","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1584093","miércoles","miércoles","martes","miércoles","martes",NA,-29,-7,22,5,2,1
"175","APF","HRAEB","Hospital Regional de Alta Especialidad del Bajío","012NBQ001","HRAEB-Dirección de Administración y Finanzas #012NBQ001","Luis Alberto Villaseñor Garay","1822196","LICITACIÓN PÚBLICA NACIONAL CONSOLIDADA DE MEDICAMENTOS","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012NBQ001-E171-2018",2018-11-07,2018-11-14 07:50:00,2018-10-16 09:00:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1960414","SRM/009/2019","ADQUISICIÓN DE MEDICAMENTOS",2019-01-02,2019-12-31,"2220312.64","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"3633","RAL9206115U8","RALCA, S.A. DE C.V.","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1584093","miércoles","miércoles","martes","miércoles","martes",NA,-29,-7,22,5,2,1
"176","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR025","IMSS-Coordinación de Abastecimiento y Equipamiento de la Delegación Sur del Distrito Federal #050GYR025","Coral Téllez Sánchez","1822353","Servicio de diálisis (DPCA y  DPA)","05. Adjudicación Directa LAASSP","Art. 41 fr. III","AA-050GYR025-E321-2018",NA,2018-11-30 15:39:00,2018-11-30 13:00:00,"Nacional","Adquisiciones","Adjudicación Directa Federal","Presencial","1968985","SI180007","Servicio de diálisis DPCA",2019-01-01,2019-12-31,"7999934.8","MXN","Activo","0",NA,2018-11-30,"No se utilizó el Contrato Marco","0","0",NA,"263","LPI830527KJ2","LABORATORIOS PISA S.A. DE C.V.","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1592896",NA,"viernes","viernes","martes","martes","viernes",0,NA,NA,6,3,1
"177","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR025","IMSS-Coordinación de Abastecimiento y Equipamiento de la Delegación Sur del Distrito Federal #050GYR025","Coral Téllez Sánchez","1822353","Servicio de diálisis (DPCA y  DPA)","05. Adjudicación Directa LAASSP","Art. 41 fr. III","AA-050GYR025-E321-2018",NA,2018-11-30 15:39:00,2018-11-30 13:00:00,"Nacional","Adquisiciones","Adjudicación Directa Federal","Presencial","1969017","SI180008","Servicio de diálisis DPA",2019-01-01,2019-12-31,"14294182.8","MXN","Activo","0",NA,2018-11-30,"No se utilizó el Contrato Marco","0","0",NA,"263","LPI830527KJ2","LABORATORIOS PISA S.A. DE C.V.","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1592896",NA,"viernes","viernes","martes","martes","viernes",0,NA,NA,6,3,1
"178","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR045","IMSS-UMAE Hospital de Especilidades No.71 Depto de Abastecimiento #050GYR045","Ana Iracema Ramos Sanchez","1822464","AA-050GYR045-E177-2018","05. Adjudicación Directa LAASSP","Art. 41 fr. III","AA-050GYR045-E177-2018",NA,2018-11-23 16:43:00,2018-11-23 12:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Presencial","1971645","SEIA18EC03170029","SERV.INTEGRAL DIALISIS PERITONEAL AUT. (DPA)",2019-01-01,2019-12-31,"742710","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,"3721","BAX871207MN3","BAXTER SA DE CV","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1589054",NA,"viernes","viernes","martes","martes",NA,0,NA,NA,0,4,1
"179","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR045","IMSS-UMAE Hospital de Especilidades No.71 Depto de Abastecimiento #050GYR045","Ana Iracema Ramos Sanchez","1822488","AA-050GYR045-E179-2018","05. Adjudicación Directa LAASSP","Art. 41 fr. I","AA-050GYR045-E179-2018",NA,2018-11-23 16:46:00,2018-11-23 12:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Presencial","1971644","S8M0115","SERVICIO LECTURA DE DOSIMETRIA",2019-01-01,2019-12-31,"251773.2","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,"8218","ADO080314CC9","ALSA DOSIMETRIA S DE RL DE CV","Pequeña","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1589057",NA,"viernes","viernes","martes","martes",NA,0,NA,NA,0,3,1
"180","APF","HIM","Hospital Infantil de México Federico Gómez","012NBG003","HIM-Subdirección de Recursos Materiales #012NBG003","Nicolas González Bustos","1823223","MEDICINAS Y PRODUCTOS FARMACEUTICOS","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012NBG003-E273-2018",2018-11-07,2018-11-14 17:03:00,2018-11-07 17:00:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1961213","RM-AF-001/19","Medicinas y productos farmaceuticos",2019-01-01,2019-12-31,"609976","MXN","Activo","0",NA,2018-11-08,"No se utilizó el Contrato Marco","1","0",NA,"3633","RAL9206115U8","RALCA, S.A. DE C.V.","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1584988","miércoles","miércoles","miércoles","martes","martes","jueves",-7,-8,-1,3,3,1
"181","APF","TFJA","Tribunal Federal de Justicia Administrativa","032000001","TFJA-Dirección General de Recursos Materiales y Servicios Generales #032000001","Olivia Castañeda Zarco","1823318","SERVICIO DE FUMIGACIÓN Y CONTROL DE PLAGAS NOCIVAS PARA LA SALA REGIONAL DE HIDA","05. Adjudicación Directa LAASSP","Art. 42 párrafo primero","AA-032000001-E247-2018",NA,2018-11-22 18:07:00,2018-11-16 12:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Presencial","1964427",NA,"CONTRATO DE PRESTACIÓN DEL SERVICIO DE FUMIGACIÓN Y CONTROL DE PLAGAS NOCIVAS PARA LA SALA REGIONAL DE HIDALGO DEL TRIBUNAL FEDERAL DE JUSTICIA ADMINISTRATIVA",2019-01-01,2019-12-31,"19716","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,"FCP0702164I3","FUMI-DIP  CONTROL DE PLAGAS SA DE CV","Pequeña","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1588537",NA,"jueves","viernes","martes","martes",NA,-6,NA,NA,13,23,1
"182","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR019","IMSS-Coordinación Técnica de Adquisición de Bienes de Inversión y Activos #050GYR019","Sergio Marcelo Aguilar Esparza","1823476","AA-050GYR019-E259-2018 SERVICIO DE DUPLICADO DE DOCUMENTOS","05. Adjudicación Directa LAASSP","Art. 42 párrafo primero","AA-050GYR019-E259-2018",NA,2018-11-15 11:53:00,2018-11-23 12:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Electrónica","1968814",NA,"SERVICIO DE DUPLICADO DE DOCUMENTOS",2019-01-02,2019-12-31,"376391.38","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,"CRI901019HW5","CONCEPTO RISOGRAFICO SA DE CV","Pequeña","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1585219",NA,"jueves","viernes","miércoles","martes",NA,8,NA,NA,5,4,1
"183","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR019","IMSS-Coordinación Técnica de Adquisición de Bienes de Inversión y Activos #050GYR019","Sergio Marcelo Aguilar Esparza","1823509","AA-050GYR019-E261-2018 SERVICIO INTEGRAL DE FOTOCOPIADO DE PLANOS","05. Adjudicación Directa LAASSP","Art. 42 párrafo primero","AA-050GYR019-E261-2018",NA,2018-11-15 12:51:00,2018-11-23 11:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Electrónica","1968922",NA,"AA-050GYR019-E261-2018 SERVICIO INTEGRAL DE FOTOCOPIADO DE PLANOS",2019-01-02,2019-12-31,"198177.59","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,"CRI901019HW5","CONCEPTO RISOGRAFICO SA DE CV","Pequeña","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1585312",NA,"jueves","viernes","miércoles","martes",NA,8,NA,NA,6,6,1
"184","APF","TFJA","Tribunal Federal de Justicia Administrativa","032000001","TFJA-Dirección General de Recursos Materiales y Servicios Generales #032000001","Olivia Castañeda Zarco","1824044","ADQUISICIÓN DE MATERIALES Y ÚTILES DE OFICINA 2019","05. Adjudicación Directa LAASSP","Art. 42 párrafo primero","AA-032000001-E5-2019",NA,2018-12-04 11:09:00,2018-11-27 00:00:00,"Nacional","Adquisiciones","Adjudicación Directa Federal","Presencial","1961993",NA,"ADQUISICIÓN DE MATERIALES Y ÚTILES DE OFICINA",2019-01-01,2019-12-31,"150000","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"EL NORTE PAPELERIA S.A. DE C.V.",NA,"MX","0",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1587071",NA,"martes","martes","martes","martes",NA,-7,NA,NA,7,6,1
"185","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR050","IMSS-UMAE HOSPITAL DE GINECO OBSTETRICIA No 03 DR VICTOR MANUEL ESPINOSA DE LOS REYES SANCHEZ CMN LA RAZA #050GYR050","Sarita Fabiola Montiel Pacheco","1824048","Solicitud de Cotizaciones para la Contratación del Servicio de Fumigación","05. Adjudicación Directa LAASSP","Art. 42 párrafo primero","AA-050GYR050-E107-2018",NA,2018-11-16 12:28:00,2018-11-26 10:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Electrónica","1972625","S8M0133","Solicitud de Cotizaciones para la Contratación del Servicio de Fumigación",2019-01-01,2019-12-31,"91306.32","MXN","Activo","0",NA,2018-12-07,"No se utilizó el Contrato Marco","0","0",NA,NA,"SIM070418RG5","SERVICIOS INTEGRALES EN MANTENIMIENTO","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1585879",NA,"viernes","lunes","martes","martes","viernes",10,NA,NA,9,9,1
"186","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR050","IMSS-UMAE HOSPITAL DE GINECO OBSTETRICIA No 03 DR VICTOR MANUEL ESPINOSA DE LOS REYES SANCHEZ CMN LA RAZA #050GYR050","Sarita Fabiola Montiel Pacheco","1824082","Solicitud de Cotizaciones para la Contratación del Servicio de Basura Peligrosa","05. Adjudicación Directa LAASSP","Art. 42 párrafo primero","AA-050GYR050-E108-2018",NA,2018-11-16 13:05:00,2018-11-28 10:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Electrónica","1972631","S8M0133","Solicitud de Cotizaciones para la Contratación del Servicio de Basura Peligrosa",2019-01-01,2019-12-31,"31200","MXN","Activo","0",NA,2018-12-10,"No se utilizó el Contrato Marco","0","0",NA,"4683","BTM970630H57","BIO-TRATAMIENTOS MEXICO, S.A. DE C.V.","Micro","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1585908",NA,"viernes","miércoles","martes","martes","lunes",12,NA,NA,10,10,1
"187","APF","TFJA","Tribunal Federal de Justicia Administrativa","032000001","TFJA-Dirección General de Recursos Materiales y Servicios Generales #032000001","Olivia Castañeda Zarco","1824921","SERVICIO DE FUMIGACION Y FAUNA NOCIVA 2019","05. Adjudicación Directa LAASSP","Art. 42 párrafo primero","AA-032000001-E6-2019",NA,2018-12-04 11:55:00,2018-11-28 11:00:00,"Nacional","Servicios","Adjudicación Directa Federal","Presencial","1962964",NA,"SERVICIO DE FUMIGACION 2019",2019-01-01,2019-12-31,"24000","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"GABRIEL GUTIERREZ BARRON",NA,"MX","0",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1594162",NA,"martes","miércoles","martes","martes",NA,-6,NA,NA,6,3,1
"188","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR005","IMSS-Coodinación de Abastecimiento y Equipamiento Del Est Nayarit #050GYR005","Luisa Isabel Portillo Gómez","1825763","AA-050GYR005-E258-2018 DPA Y DPCA","05. Adjudicación Directa LAASSP","Art. 41 fr. III","AA-050GYR005-E258-2018",NA,2018-11-28 12:12:00,2018-11-21 10:00:00,"Nacional","Adquisiciones","Adjudicación Directa Federal","Mixta","1970405","SEIA181903170039","AA-050GYR005-E258-2018 DPA Y DPCA",2019-01-01,2020-01-01,"3748270","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,"263","LPI830527KJ2","LABORATORIOS PISA S.A. DE C.V.","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1591253",NA,"miércoles","miércoles","martes","miércoles",NA,-7,NA,NA,3,3,1
"189","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR005","IMSS-Coodinación de Abastecimiento y Equipamiento Del Est Nayarit #050GYR005","Luisa Isabel Portillo Gómez","1825763","AA-050GYR005-E258-2018 DPA Y DPCA","05. Adjudicación Directa LAASSP","Art. 41 fr. III","AA-050GYR005-E258-2018",NA,2018-11-28 12:12:00,2018-11-21 10:00:00,"Nacional","Adquisiciones","Adjudicación Directa Federal","Mixta","1970411","SEIA181903180040","AA-050GYR005-E258-2018 DPA Y DPCA",2019-01-01,2020-01-01,"927523","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,"263","LPI830527KJ2","LABORATORIOS PISA S.A. DE C.V.","No MIPYME","MX","1",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1591253",NA,"miércoles","miércoles","martes","miércoles",NA,-7,NA,NA,3,3,1
"190","APF","CONAGUA","Comisión Nacional del Agua","016B00999","CONAGUA-COORD GEN DE PROY DEL VALLE DE MÉXICO #016B00999","Angel Santana De Paz","1826579","SUPERVISIÓN AL MANTENIMIENTO DE LA PLANTA DE BOMBEO ""EL CARACOL""","03. Invitación a Cuando Menos Tres Personas LAASSP","Art. 41 fr. VIII","IA-016B00999-E84-2018",2018-11-29,2018-11-22 17:46:00,2018-11-27 10:30:00,"Nacional","Servicios","Invitación a Cuando Menos 3 Personas","Presencial","1971493","CGPEAS-OCAVM-MEX-18-058-FI-I3","SUPERVISIÓN AL MANTENIMIENTO DE LA PLANTA DE BOMBEO ""EL CARACOL""",2019-01-01,2019-06-30,"2495687.73","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"MIRANDA, ARANA, VELASCO, S.C.",NA,"MX","0",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1588507","jueves","jueves","martes","martes","domingo",NA,5,6,2,9,9,1
"191","APF","CONAGUA","Comisión Nacional del Agua","016B00999","CONAGUA-COORD GEN DE PROY DEL VALLE DE MÉXICO #016B00999","Angel Santana De Paz","1826590","SUPERVISIÓN AL MANTENIMIENTO DE LA PLANTA DE BOMBEO ""CASA COLORADA PROFUNDA","03. Invitación a Cuando Menos Tres Personas LAASSP","Art. 41 fr. VII","IA-016B00999-E85-2018",2018-11-29,2018-11-22 18:36:00,2018-11-27 12:30:00,"Nacional","Servicios","Invitación a Cuando Menos 3 Personas","Presencial","1971508","CGPEAS-OCAVM-MEX-18-059-FI-I3","SUPERVISIÓN AL MANTENIMIENTO DE LA PLANTA DE BOMBEO ""CASA COLORADA PROFUNDA",2019-01-01,2019-09-30,"2079746.11","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"MIRANDA, ARANA, VELASCO, S.C.",NA,"MX","0",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1588539","jueves","jueves","martes","martes","lunes",NA,5,6,1,10,10,1
"192","APF","CONAGUA","Comisión Nacional del Agua","016B00999","CONAGUA-COORD GEN DE PROY DEL VALLE DE MÉXICO #016B00999","Angel Santana De Paz","1826607","SUPERVISIÓN DEL  MANTENIMIENTO Y OPERACIÓN DE LA PLANTA DE BOMBEO ""LA CALDERA""","03. Invitación a Cuando Menos Tres Personas LAASSP","Art. 41 fr. VII","IA-016B00999-E86-2018",2018-11-29,2018-11-22 19:15:00,2018-11-27 14:30:00,"Nacional","Servicios","Invitación a Cuando Menos 3 Personas","Presencial","1971532","CGPEAS-OCAVM-MEX-18-060-FI-I3","SUPERVISIÓN DEL MANTENIMIENTO Y OPERACIÓN DE LA PLANTA DE BOMBEO ""LA CALDERA""",2019-01-01,2019-06-30,"2495834.34","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"CONSORCIO ESPECIALIZADO EN INGENIERIA SA DE CV",NA,"MX","0",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1588574","jueves","jueves","martes","martes","domingo",NA,5,6,1,12,11,1
"193","APF","IMSS","Instituto Mexicano del Seguro Social","050GYR045","IMSS-UMAE Hospital de Especilidades No.71 Depto de Abastecimiento #050GYR045","Ana Iracema Ramos Sanchez","1827096","AA-050GYR045-E183-2018","05. Adjudicación Directa LAASSP","Art. 41 fr. VIII","AA-050GYR045-E183-2018",NA,2018-11-23 16:57:00,2018-11-23 13:00:00,"Internacional bajo TLC","Adquisiciones","Adjudicación Directa Federal","Presencial","1971646","D188085","ADQ. FUENTES DE IRIDIO",2019-01-01,2019-12-31,"2200000","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","0","0",NA,NA,NA,"ELECTRONICA Y MEDICINA S.A.",NA,"MX","0",NA,NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1589064",NA,"viernes","viernes","martes","martes",NA,0,NA,NA,0,3,1
"194","APF","SSA","Secretaría de Salud","012000990","SSA-Dirección General de Recursos Materiales y Servicios Generales/Bienes y Servicios #012000990","Yazmin del Carmen Arévalo Athié","1828009","""Adquisición de Bienes Terapéuticos de los Grupos 010 Medicamentos, 030 Fórmulas","08. Reporte de otras contrataciones y contrataciones con crédito externo",NA,"CE-012000990-E21-2018",NA,2018-11-27 20:19:00,2018-10-26 09:30:00,"Otro","Adquisiciones","Licitación Pública","Electrónica","1965819","2018-108-LA-050GYR047-E44-IM","""Adquisición de Bienes Terapéuticos de los Grupos 010 Medicamentos, 030 Fórmulas y 040 Estupefacientes y Psicotrópicos, para la Compra Consolidada del ejercicio fiscal  2019""",2019-01-01,2019-12-31,"1555550.97","MXN","Activo","0",NA,NA,"No se utilizó el Contrato Marco","1","0",NA,"3721","BAX871207MN3","BAXTER SA DE CV","No MIPYME","MX","1","0",NA,"https://compranet.funcionpublica.gob.mx/esop/guest/go/opportunity/detail?opportunityId=1590802",NA,"martes","viernes","martes","martes",NA,-32,NA,NA,10,24,1
